//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1260	1260	2000	15	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Giant Sword (1 UN)
1270	1270	2000	16	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Sword of Destruction (1 UN)
1280	1280	2000	17	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Dark Breaker (1 UN)
1290	1290	2000	18	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Thunder Blade (1 UN)
1300	1300	3000	19	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Divine Sword of Archangel (1 UN)
1310	1310	3000	20	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Knight Blade (1 UN)
1320	1320	3000	21	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Dark Reign Blade (1 UN)
1330	1330	3000	22	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Bone Blade (1 UN)
1340	1340	3000	23	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Explosion Blade (1 UN)
1350	1350	3000	24	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Daybreak (1 UN)
1360	1360	4000	1538	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Dragon Lance (1 UN)
1370	1370	4000	1539	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Giant Trident (1 UN)
1380	1380	4000	1540	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Serpent Spear (1 UN)
1390	1390	4000	1541	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Double Poleaxe (1 UN)
1400	1400	4000	1542	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Halberd (1 UN)
1410	1410	4000	1543	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Berdysh (1 UN)
1420	1420	4000	1544	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Great Scythe (1 UN)
1430	1430	4000	1545	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Bill of Balrog (1 UN)
1440	1440	4000	1546	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Dragon Spear (1 UN)
1450	1450	15000	1547	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Beurova (1 UN)
1460	1460	2000	2051	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Battle Bow (1 UN)
1470	1470	2000	2052	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Tiger Bow (1 UN)
1480	1480	2000	2053	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Silver Bow (1 UN)
1490	1490	2000	2054	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Chaos Nature Bow (1 UN)
1500	1500	2000	2056	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Crossbow (1 UN)
1510	1510	2000	2057	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Golden Crossbow (1 UN)
1520	1520	2000	2058	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Arquebus (1 UN)
1530	1530	2000	2059	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Light Crossbow (1 UN)
1540	1540	2000	2060	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Serpent Crossbow (1 UN)
1550	1550	2000	2061	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Bluewing Crossbow (1 UN)
1560	1560	2000	2062	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Aquagold Crossbow (1 UN)
1570	1570	2000	2064	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Saint Crossbow (1 UN)
1580	1580	2000	2065	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Celestial Bow (1 UN)
1590	1590	2000	2066	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Divine Crossbow of Archangel (1 UN)
1600	1600	2000	2067	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Great Reign Crossbow (1 UN)
1610	1610	2000	2068	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Arrow Viper Bow (1 UN)
1620	1620	3000	2069	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Sylph Wind Bow (1 UN)
1630	1630	2000	3072	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Small Shield (1 UN)
1640	1640	2000	3073	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Horn Shield (1 UN)
1650	1650	3000	2070	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Albatross Bow (1 UN)
1660	1660	4000	2071	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Dark Stinger (1 UN)
1670	1670	4000	2072	15	1	1	0	63	0	0	0	255	255	255	255	255	255	0	// Aileen Bow (1 UN)
1680	1680	2000	3584	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Bronze Helm (1 UN)
1690	1690	2000	3585	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dragon Helm (1 UN)
1700	1700	2000	3586	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Pad Helm (1 UN)
1710	1710	2000	3587	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Legendary Helm (1 UN)
1720	1720	2000	3588	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Bone Helm (1 UN)
1730	1730	2000	3589	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Leather Helm (1 UN)
1740	1740	2000	3590	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Scale Helm (1 UN)
1750	1750	2000	3591	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Sphinx Helm (1 UN)
1760	1760	2000	3592	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Brass Helm (1 UN)
1770	1770	2000	3593	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Plate Helm (1 UN)
1780	1780	2000	3594	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Vine Helm (1 UN)
1790	1790	2000	3595	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Silk Helm (1 UN)
1800	1800	2000	3596	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Wind Helm (1 UN)
1810	1810	2000	3597	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Spirit Helm (1 UN)
1820	1820	2000	3598	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Guardian Helm (1 UN)
1830	1830	2000	3600	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Black Dragon Helm (1 UN)
1840	1840	2000	3601	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dark Phoenix Helm (1 UN)
1850	1850	2000	3602	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Grand Soul Helm (1 UN)
1860	1860	2000	3603	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Divine Helm (1 UN)
1870	1870	2000	3605	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Great Dragon Helm (1 UN)
1880	1880	2000	3606	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dark Soul Helm (1 UN)
1890	1890	2000	3608	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Red Spirit Helm (1 UN)
1900	1900	2000	3609	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Light Plate Helm (1 UN)
1910	1910	2000	3610	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Adamantine Helm (1 UN)
1920	1920	2000	3611	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dark Steel Helm (1 UN)
1930	1930	2000	3612	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dark Master Helm (1 UN)
1940	1940	3000	3613	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dragon Knight Helm (1 UN)
1950	1950	3000	3614	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Venom Mist Helm (1 UN)
1960	1960	3000	3615	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Sylphid Ray Helm (1 UN)
1970	1970	3000	3617	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Sunlight Helm (1 UN)
1980	1980	3000	3618	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Ashcrow Helm (1 UN)
1990	1990	3000	3619	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Eclipse Helm (1 UN)
2000	2000	3000	3620	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Iris Helm (1 UN)
2010	2010	3000	3622	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Glorious Helm (1 UN)
2020	2020	3000	3623	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Violent Wind Helm (1 UN)
2030	2030	3000	3624	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Red Wing Helm (1 UN)
2040	2040	3000	3625	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Ancient Helm (1 UN)
2050	2050	3000	3626	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Demonic Helm (1 UN)
2060	2060	3000	3627	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Storm Blitz Helm (1 UN)
2070	2070	4000	3629	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Titan Helm (1 UN)
2080	2080	4000	3630	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Brave Helm (1 UN)
2090	2090	2000	1024	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Mace (1 UN)
2100	2100	3000	1025	15	1	1	0	63	5	0	0	254	254	254	254	254	255	0	// Morning Star (1 UN)
2110	2110	2000	1026	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Flail (1 UN)
2120	2120	2000	1027	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Great Hammer (1 UN)
2130	2130	2000	1028	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Crystal Morning Star (1 UN)
2140	2140	2000	1029	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Crystal Sword (1 UN)
2150	2150	2000	1030	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Chaos Dragon Axe (1 UN)
2160	2160	2000	1031	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Elemental Mace (1 UN)
2170	2170	2000	1032	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Battle Scepter (1 UN)
2180	2180	2000	1033	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Master Scepter (1 UN)
2190	2190	2000	1034	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Great Scepter (1 UN)
2200	2200	2000	1035	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Lord Scepter (1 UN)
2210	2210	2000	1036	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Great Lord Scepter (1 UN)
2220	2220	2000	1037	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Divine Scepter of Archangel (1 UN)
2230	2230	2000	1038	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Soleil Sceptor (1 UN)
2240	2240	2000	1039	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Shining Scepter (1 UN)
2250	2250	2000	1040	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Frost Mace (1 UN)
2260	2260	4000	1041	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Absolute Scepter (1 UN)
2270	2270	4000	1042	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Striker Scepter (1 UN)
2280	2280	4000	3633	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Seraphim Helm (1 UN)
2290	2290	4000	3634	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Divine Helm (1 UN)
2300	2300	4000	3635	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Royal Helm (1 UN)
2310	2310	4000	3636	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Hades Helm (1 UN)
2320	2320	4000	3643	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Sacred Helm (1 UN)
2330	2330	4000	3644	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Storm Hard Helm (1 UN)
2340	2340	4000	3645	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Piercing Helm (1 UN)
2350	2350	4000	3657	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Phoenix Soul Helm (1 UN)
2360	2360	2000	4096	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Bronze Armor (1 UN)
2370	2370	2000	4097	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dragon Armor (1 UN)
2380	2380	2000	4098	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Pad Armor (1 UN)
2390	2390	2000	4099	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Legendary Armor (1 UN)
2400	2400	2000	4100	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Bone Armor (1 UN)
2410	2410	2000	4101	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Leather Armor (1 UN)
2420	2420	2000	4102	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Scale Armor (1 UN)
2430	2430	2000	4103	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Sphinx Armor (1 UN)
2440	2440	2000	4104	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Brass Armor (1 UN)
2450	2450	2000	4105	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Plate Armor (1 UN)
2460	2460	2000	4106	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Vine Armor (1 UN)
2470	2470	2000	4107	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Silk Armor (1 UN)
2480	2480	2000	4108	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Wind Armor (1 UN)
2490	2490	2000	4109	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Spirit Armor (1 UN)
2500	2500	2000	4110	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Guardian Armor (1 UN)
2510	2510	2000	4111	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Storm Crow Armor (1 UN)
2520	2520	2000	4112	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Black Dragon Armor (1 UN)
2530	2530	2000	4113	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dark Phoenix Armor (1 UN)
2540	2540	2000	4114	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Grand Soul Armor (1 UN)
2550	2550	2000	4115	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Divine Armor (1 UN)
2560	2560	2000	4116	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Thunder Hawk Armor (1 UN)
2570	2570	2000	4117	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Great Dragon Armor (1 UN)
2580	2580	2000	4118	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dark Soul Armor (1 UN)
2590	2590	2000	4119	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Hurricane Armor (1 UN)
2600	2600	2000	4120	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Red Sprit Armor (1 UN)
2610	2610	2000	4121	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Light Plate Armor (1 UN)
2620	2620	2000	2560	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Skull Staff (1 UN)
2630	2630	2000	2561	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Angelic Staff (1 UN)
2640	2640	2000	2562	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Serpent Staff (1 UN)
2650	2650	2000	2563	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Thunder Staff (1 UN)
2660	2660	2000	2564	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Gorgon Staff (1 UN)
2670	2670	2000	2565	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Legendary Staff (1 UN)
2680	2680	2000	2566	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Staff of Resurrection (1 UN)
2690	2690	2000	2567	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Chaos Lighting Staff (1 UN)
2700	2700	2000	2568	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Staff of Destruction (1 UN)
2710	2710	2000	2569	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Dragon Soul Staff (1 UN)
2720	2720	3000	2570	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Divine Staff of Archangel (1 UN)
2730	2730	2000	2571	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Staff of Kundun (1 UN)
2740	2740	3000	2572	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Grand Viper Staff (1 UN)
2750	2750	3000	2573	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Platina Staff (1 UN)
2760	2760	2000	2574	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Mystery Stick (1 UN)
2770	2770	2000	2575	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Violent Wind Stick (1 UN)
2780	2780	2000	2576	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Red Wing Stick (1 UN)
2790	2790	2000	2577	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Ancient Stick (1 UN)
2800	2800	2000	2578	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Demonic Stick (1 UN)
2810	2810	2000	2579	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Storm Blitz Stick (1 UN)
2820	2820	2000	2581	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Book of Samut (1 UN)
2830	2830	2000	2582	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Book of Neil (1 UN)
2840	2840	2000	2583	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Book of Lagle (1 UN)
2850	2850	4000	2590	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Deadly Staff (1 UN)
2860	2860	4000	2591	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Inberial Staff (1 UN)
2870	2870	3000	2593	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Chromatic Staff (1 UN)
2880	2880	4000	2594	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Raven Stick (1 UN)
2890	2890	4000	2596	15	1	1	0	63	0	0	0	254	254	254	254	254	255	0	// Divine Stick of Archangel (1 UN)
2900	2900	2000	4122	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Adamantine Armor (1 UN)
2910	2910	2000	4123	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dark Steel Armor (1 UN)
2920	2920	2000	4124	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dark Master Armor (1 UN)
2930	2930	3000	4125	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dragon Knight Armor (1 UN)
2940	2940	3000	4126	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Venom Mist Armor (1 UN)
2950	2950	3000	4127	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Sylphid Ray Armor (1 UN)
2960	2960	3000	4128	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Volcano Armor (1 UN)
2970	2970	3000	4129	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Sunlight Armor (1 UN)
2980	2980	3000	4130	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Ashcrow Armor (1 UN)
2990	2990	3000	4131	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Eclipse Armor (1 UN)
3000	3000	3000	4132	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Iris Armor (1 UN)
3010	3010	3000	4133	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Valiant Armor (1 UN)
3020	3020	3000	4134	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Glorious Armor (1 UN)
3030	3030	3000	4135	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Violent Wind Armor (1 UN)
3040	3040	3000	4136	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Red Wing Armor (1 UN)
3050	3050	3000	4137	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Ancient Armor (1 UN)
3060	3060	3000	4138	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Demonic Armor (1 UN)
3070	3070	3000	4139	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Storm Blitz Armor (1 UN)
3080	3080	4000	4141	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Titan Armor (1 UN)
3090	3090	4000	4142	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Brave Armor (1 UN)
3100	3100	4000	4143	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Phantom Armor (1 UN)
3110	3110	4000	4144	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Destroy Armor (1 UN)
3120	3120	4000	4145	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Seraphim Armor (1 UN)
3130	3130	4000	4146	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Divine Armor (1 UN)
3140	3140	4000	4147	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Royal Armor (1 UN)
3150	3150	4000	4148	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Hades Armor (1 UN)
3160	3160	4000	4155	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Sacred Armor (1 UN)
3170	3170	4000	4156	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Storm Hard Armor (1 UN)
3180	3180	4000	4157	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Piercing Armor (1 UN)
3190	3190	4000	4169	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Phoenix Soul Armor (1 UN)
3200	3200	2000	4608	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Bronze Pants (1 UN)
3210	3210	2000	3074	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Kite Shield (1 UN)
3220	3220	2000	3075	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Elven Shield (1 UN)
3230	3230	2000	3076	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Buckler (1 UN)
3240	3240	2000	3077	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dragon Slayer Shield (1 UN)
3250	3250	2000	3078	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Skull Shield (1 UN)
3260	3260	2000	3079	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Spiked Shield (1 UN)
3270	3270	2000	3080	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Tower Shield (1 UN)
3280	3280	2000	3081	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Plate Shield (1 UN)
3290	3290	2000	3082	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Large Round Shield (1 UN)
3300	3300	2000	3083	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Serpent Shield (1 UN)
3310	3310	2000	3084	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Bronze Shield (1 UN)
3320	3320	2000	3085	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Dragon Shield (1 UN)
3330	3330	2000	3086	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Legendary Shield (1 UN)
3340	3340	2000	3087	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Grand Soul Shield (1 UN)
3350	3350	2000	3088	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Elemental Shield (1 UN)
3360	3360	4000	3089	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Crimson Glory (1 UN)
3370	3370	4000	3090	15	1	1	7	63	0	0	0	254	254	254	254	254	255	0	// Salamander Shield (1 UN)
