//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
32	174	174	1	508	2000	0	1740	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	// Scale Helm
32	175	175	1	508	2000	0	1750	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	0	0	// Sphinx Helm
32	176	176	1	508	2000	0	1760	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	// Brass Helm
32	177	177	1	508	2000	0	1770	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	// Plate Helm
32	178	178	1	508	2000	0	1780	0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	// Vine Helm
32	179	179	1	508	2000	0	1790	0	0	0	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	// Silk Helm
32	180	180	1	508	2000	0	1800	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	// Wind Helm
32	181	181	1	508	2000	0	1810	0	0	0	0	0	0	0	0	0	1810	0	0	0	0	0	0	0	0	0	// Spirit Helm
32	182	182	1	508	2000	0	1820	0	0	0	0	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	// Guardian Helm
32	183	183	1	508	2000	0	1830	0	0	0	0	0	0	0	0	0	1830	0	0	0	0	0	0	0	0	0	// Black Dragon Helm
32	184	184	1	508	2000	0	1840	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	// Dark Phoenix Helm
32	185	185	1	508	2000	0	1850	0	0	0	0	0	0	0	0	0	1850	0	0	0	0	0	0	0	0	0	// Grand Soul Helm
32	186	186	1	508	2000	0	1860	0	0	0	0	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	// Divine Helm
32	187	187	1	508	2000	0	1870	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	0	0	0	0	// Great Dragon Helm
32	188	188	1	508	2000	0	1880	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	// Dark Soul Helm
32	189	189	1	508	2000	0	1890	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	0	0	0	0	0	// Red Spirit Helm
32	190	190	1	508	2000	0	1900	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	// Light Plate Helm
32	191	191	1	508	2000	0	1910	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	// Adamantine Helm
32	192	192	1	508	2000	0	1920	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	// Dark Steel Helm
32	193	193	1	508	2000	0	1930	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	// Dark Master Helm
32	194	194	1	508	3000	0	1940	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0	0	0	0	0	// Dragon Knight Helm
32	195	195	1	508	3000	0	1950	0	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	// Venom Mist Helm
32	196	196	1	508	3000	0	1960	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	0	0	0	0	0	// Sylphid Ray Helm
32	197	197	1	508	3000	0	1970	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	// Sunlight Helm
32	198	198	1	508	3000	0	1980	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	0	0	0	0	0	// Ashcrow Helm
32	199	199	1	508	3000	0	1990	0	0	0	0	0	0	0	0	0	1990	0	0	0	0	0	0	0	0	0	// Eclipse Helm
32	200	200	1	508	3000	0	2000	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	// Iris Helm
32	201	201	1	508	3000	0	2010	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	// Glorious Helm
32	202	202	1	508	3000	0	2020	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	// Violent Wind Helm
32	203	203	1	508	3000	0	2030	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	// Red Wing Helm
32	204	204	1	508	3000	0	2040	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	// Ancient Helm
32	205	205	1	508	3000	0	2050	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	// Demonic Helm
32	206	206	1	508	3000	0	2060	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	0	// Storm Blitz Helm
32	207	207	1	508	4000	0	2070	0	0	0	0	0	0	0	0	0	2070	0	0	0	0	0	0	0	0	0	// Titan Helm
32	208	208	1	508	4000	0	2080	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	// Brave Helm
32	228	228	1	508	4000	0	2280	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	// Seraphim Helm
32	229	229	1	508	4000	0	2290	0	0	0	0	0	0	0	0	0	2290	0	0	0	0	0	0	0	0	0	// Divine Helm
32	230	230	1	508	4000	0	2300	0	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	// Royal Helm
32	231	231	1	508	4000	0	2310	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	0	0	// Hades Helm
32	232	232	1	508	4000	0	2320	0	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	// Sacred Helm
32	233	233	1	508	4000	0	2330	0	0	0	0	0	0	0	0	0	2330	0	0	0	0	0	0	0	0	0	// Storm Hard Helm
32	234	234	1	508	4000	0	2340	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	// Piercing Helm
32	235	235	1	508	4000	0	2350	0	0	0	0	0	0	0	0	0	2350	0	0	0	0	0	0	0	0	0	// Phoenix Soul Helm
33	396	396	1	508	2000	0	3960	0	0	0	0	0	0	0	0	0	3960	0	0	0	0	0	0	0	0	0	// Bronze Gloves
33	397	397	1	508	2000	0	3970	0	0	0	0	0	0	0	0	0	3970	0	0	0	0	0	0	0	0	0	// Dragon Gloves
33	398	398	1	508	2000	0	3980	0	0	0	0	0	0	0	0	0	3980	0	0	0	0	0	0	0	0	0	// Pad Gloves
33	399	399	1	508	2000	0	3990	0	0	0	0	0	0	0	0	0	3990	0	0	0	0	0	0	0	0	0	// Legendary Gloves
33	400	400	1	508	2000	0	4000	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	0	0	0	0	// Bone Gloves
33	401	401	1	508	2000	0	4010	0	0	0	0	0	0	0	0	0	4010	0	0	0	0	0	0	0	0	0	// Leather Gloves
33	402	402	1	508	2000	0	4020	0	0	0	0	0	0	0	0	0	4020	0	0	0	0	0	0	0	0	0	// Scale Gloves
33	403	403	1	508	2000	0	4030	0	0	0	0	0	0	0	0	0	4030	0	0	0	0	0	0	0	0	0	// Sphinx Gloves
33	404	404	1	508	2000	0	4040	0	0	0	0	0	0	0	0	0	4040	0	0	0	0	0	0	0	0	0	// Brass Gloves
33	405	405	1	508	2000	0	4050	0	0	0	0	0	0	0	0	0	4050	0	0	0	0	0	0	0	0	0	// Plate Gloves
33	406	406	1	508	2000	0	4060	0	0	0	0	0	0	0	0	0	4060	0	0	0	0	0	0	0	0	0	// Vine Gloves
33	407	407	1	508	2000	0	4070	0	0	0	0	0	0	0	0	0	4070	0	0	0	0	0	0	0	0	0	// Silk Gloves
33	408	408	1	508	2000	0	4080	0	0	0	0	0	0	0	0	0	4080	0	0	0	0	0	0	0	0	0	// Wind Gloves
33	409	409	1	508	2000	0	4090	0	0	0	0	0	0	0	0	0	4090	0	0	0	0	0	0	0	0	0	// Spirit Gloves
33	410	410	1	508	2000	0	4100	0	0	0	0	0	0	0	0	0	4100	0	0	0	0	0	0	0	0	0	// Guardian Gloves
33	411	411	1	508	2000	0	4110	0	0	0	0	0	0	0	0	0	4110	0	0	0	0	0	0	0	0	0	// Storm Crow Gloves
33	412	412	1	508	2000	0	4120	0	0	0	0	0	0	0	0	0	4120	0	0	0	0	0	0	0	0	0	// Black Dragon Gloves
33	413	413	1	508	2000	0	4130	0	0	0	0	0	0	0	0	0	4130	0	0	0	0	0	0	0	0	0	// Dark Phoenix Gloves
33	414	414	1	508	2000	0	4140	0	0	0	0	0	0	0	0	0	4140	0	0	0	0	0	0	0	0	0	// Grand Soul Gloves
33	415	415	1	508	2000	0	4150	0	0	0	0	0	0	0	0	0	4150	0	0	0	0	0	0	0	0	0	// Divine Gloves
33	416	416	1	508	2000	0	4160	0	0	0	0	0	0	0	0	0	4160	0	0	0	0	0	0	0	0	0	// Thunder Hawk Gloves
33	417	417	1	508	2000	0	4170	0	0	0	0	0	0	0	0	0	4170	0	0	0	0	0	0	0	0	0	// Great Dragon Gloves
33	418	418	1	508	2000	0	4180	0	0	0	0	0	0	0	0	0	4180	0	0	0	0	0	0	0	0	0	// Dark Soul Gloves
33	419	419	1	508	2000	0	4190	0	0	0	0	0	0	0	0	0	4190	0	0	0	0	0	0	0	0	0	// Hurricane Gloves
33	420	420	1	508	2000	0	4200	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	// Red Spirit Gloves
33	421	421	1	508	2000	0	4210	0	0	0	0	0	0	0	0	0	4210	0	0	0	0	0	0	0	0	0	// Light Plate Gloves
33	422	422	1	508	2000	0	4220	0	0	0	0	0	0	0	0	0	4220	0	0	0	0	0	0	0	0	0	// Adamantine Gloves
33	423	423	1	508	2000	0	4230	0	0	0	0	0	0	0	0	0	4230	0	0	0	0	0	0	0	0	0	// Dark Steel Gloves
33	424	424	1	508	2000	0	4240	0	0	0	0	0	0	0	0	0	4240	0	0	0	0	0	0	0	0	0	// Dark Master Gloves
33	425	425	1	508	3000	0	4250	0	0	0	0	0	0	0	0	0	4250	0	0	0	0	0	0	0	0	0	// Dragon Knight Gloves
33	426	426	1	508	3000	0	4260	0	0	0	0	0	0	0	0	0	4260	0	0	0	0	0	0	0	0	0	// Venom Mist Gloves
33	427	427	1	508	3000	0	4270	0	0	0	0	0	0	0	0	0	4270	0	0	0	0	0	0	0	0	0	// Sylphid Ray Gloves
33	428	428	1	508	3000	0	4280	0	0	0	0	0	0	0	0	0	4280	0	0	0	0	0	0	0	0	0	// Volcano Gloves
33	429	429	1	508	3000	0	4290	0	0	0	0	0	0	0	0	0	4290	0	0	0	0	0	0	0	0	0	// Sunlight Gloves
33	430	430	1	508	3000	0	4300	0	0	0	0	0	0	0	0	0	4300	0	0	0	0	0	0	0	0	0	// Ashcrow Gloves
33	431	431	1	508	3000	0	4310	0	0	0	0	0	0	0	0	0	4310	0	0	0	0	0	0	0	0	0	// Eclipse Gloves
33	432	432	1	508	3000	0	4320	0	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0	// Iris Gloves
33	433	433	1	508	3000	0	4330	0	0	0	0	0	0	0	0	0	4330	0	0	0	0	0	0	0	0	0	// Valiant Gloves
33	434	434	1	508	3000	0	4340	0	0	0	0	0	0	0	0	0	4340	0	0	0	0	0	0	0	0	0	// Glorious Gloves
33	435	435	1	508	3000	0	4350	0	0	0	0	0	0	0	0	0	4350	0	0	0	0	0	0	0	0	0	// Violent Wind Gloves
33	436	436	1	508	3000	0	4360	0	0	0	0	0	0	0	0	0	4360	0	0	0	0	0	0	0	0	0	// Red Wing Gloves
33	437	437	1	508	3000	0	4370	0	0	0	0	0	0	0	0	0	4370	0	0	0	0	0	0	0	0	0	// Ancient Gloves
33	438	438	1	508	3000	0	4380	0	0	0	0	0	0	0	0	0	4380	0	0	0	0	0	0	0	0	0	// Demonic Gloves
33	439	439	1	508	3000	0	4390	0	0	0	0	0	0	0	0	0	4390	0	0	0	0	0	0	0	0	0	// Storm Blitz Gloves
33	440	440	1	508	4000	0	4400	0	0	0	0	0	0	0	0	0	4400	0	0	0	0	0	0	0	0	0	// Titan  Gloves
33	441	441	1	508	4000	0	4410	0	0	0	0	0	0	0	0	0	4410	0	0	0	0	0	0	0	0	0	// Brave Gloves
33	442	442	1	508	4000	0	4420	0	0	0	0	0	0	0	0	0	4420	0	0	0	0	0	0	0	0	0	// Phantom  Gloves
33	443	443	1	508	4000	0	4430	0	0	0	0	0	0	0	0	0	4430	0	0	0	0	0	0	0	0	0	// Destroy Gloves
33	444	444	1	508	4000	0	4440	0	0	0	0	0	0	0	0	0	4440	0	0	0	0	0	0	0	0	0	// Seraphim Gloves
33	445	445	1	508	4000	0	4450	0	0	0	0	0	0	0	0	0	4450	0	0	0	0	0	0	0	0	0	// Divine Gloves
33	446	446	1	508	4000	0	4460	0	0	0	0	0	0	0	0	0	4460	0	0	0	0	0	0	0	0	0	// Royal Gloves
33	447	447	1	508	4000	0	4470	0	0	0	0	0	0	0	0	0	4470	0	0	0	0	0	0	0	0	0	// Hades Gloves
34	209	209	1	508	2000	0	2090	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	0	0	0	0	0	// Mace
34	210	210	1	508	3000	0	2100	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	// Morning Star
34	211	211	1	508	2000	0	2110	0	0	0	0	0	0	0	0	0	2110	0	0	0	0	0	0	0	0	0	// Flail
34	212	212	1	508	2000	0	2120	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	// Great Hammer
34	213	213	1	508	2000	0	2130	0	0	0	0	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	// Crystal Morning Star
34	214	214	1	508	2000	0	2140	0	0	0	0	0	0	0	0	0	2140	0	0	0	0	0	0	0	0	0	// Crystal Sword
34	215	215	1	508	2000	0	2150	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	// Chaos Dragon Axe
34	216	216	1	508	2000	0	2160	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	// Elemental Mace
34	217	217	1	508	2000	0	2170	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	// Battle Scepter
34	218	218	1	508	2000	0	2180	0	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	0	0	0	0	// Master Scepter
34	219	219	1	508	2000	0	2190	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	// Great Scepter
34	220	220	1	508	2000	0	2200	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	// Lord Scepter
34	221	221	1	508	2000	0	2210	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	// Great Lord Scepter
34	222	222	1	508	2000	0	2220	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	// Divine Scepter of Archangel
34	223	223	1	508	2000	0	2230	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	// Soleil Sceptor
34	224	224	1	508	2000	0	2240	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	0	0	0	// Shining Scepter
34	225	225	1	508	2000	0	2250	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	// Frost Mace
34	226	226	1	508	4000	0	2260	0	0	0	0	0	0	0	0	0	2260	0	0	0	0	0	0	0	0	0	// Absolute Scepter
34	227	227	1	508	4000	0	2270	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	// Striker Scepter
35	236	236	1	508	2000	0	2360	0	0	0	0	0	0	0	0	0	2360	0	0	0	0	0	0	0	0	0	// Bronze Armor
35	237	237	1	508	2000	0	2370	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	// Dragon Armor
35	238	238	1	508	2000	0	2380	0	0	0	0	0	0	0	0	0	2380	0	0	0	0	0	0	0	0	0	// Pad Armor
35	239	239	1	508	2000	0	2390	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	// Legendary Armor
35	240	240	1	508	2000	0	2400	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	// Bone Armor
35	241	241	1	508	2000	0	2410	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	// Leather Armor
35	242	242	1	508	2000	0	2420	0	0	0	0	0	0	0	0	0	2420	0	0	0	0	0	0	0	0	0	// Scale Armor
35	243	243	1	508	2000	0	2430	0	0	0	0	0	0	0	0	0	2430	0	0	0	0	0	0	0	0	0	// Sphinx Armor
35	244	244	1	508	2000	0	2440	0	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	// Brass Armor
35	245	245	1	508	2000	0	2450	0	0	0	0	0	0	0	0	0	2450	0	0	0	0	0	0	0	0	0	// Plate Armor
35	246	246	1	508	2000	0	2460	0	0	0	0	0	0	0	0	0	2460	0	0	0	0	0	0	0	0	0	// Vine Armor
35	247	247	1	508	2000	0	2470	0	0	0	0	0	0	0	0	0	2470	0	0	0	0	0	0	0	0	0	// Silk Armor
35	248	248	1	508	2000	0	2480	0	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	// Wind Armor
35	249	249	1	508	2000	0	2490	0	0	0	0	0	0	0	0	0	2490	0	0	0	0	0	0	0	0	0	// Spirit Armor
35	250	250	1	508	2000	0	2500	0	0	0	0	0	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	// Guardian Armor
35	251	251	1	508	2000	0	2510	0	0	0	0	0	0	0	0	0	2510	0	0	0	0	0	0	0	0	0	// Storm Crow Armor
35	252	252	1	508	2000	0	2520	0	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	// Black Dragon Armor
35	253	253	1	508	2000	0	2530	0	0	0	0	0	0	0	0	0	2530	0	0	0	0	0	0	0	0	0	// Dark Phoenix Armor
35	254	254	1	508	2000	0	2540	0	0	0	0	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	// Grand Soul Armor
35	255	255	1	508	2000	0	2550	0	0	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	// Divine Armor
35	256	256	1	508	2000	0	2560	0	0	0	0	0	0	0	0	0	2560	0	0	0	0	0	0	0	0	0	// Thunder Hawk Armor
35	257	257	1	508	2000	0	2570	0	0	0	0	0	0	0	0	0	2570	0	0	0	0	0	0	0	0	0	// Great Dragon Armor
35	258	258	1	508	2000	0	2580	0	0	0	0	0	0	0	0	0	2580	0	0	0	0	0	0	0	0	0	// Dark Soul Armor
35	259	259	1	508	2000	0	2590	0	0	0	0	0	0	0	0	0	2590	0	0	0	0	0	0	0	0	0	// Hurricane Armor
