//Index		Message
380       "Without protection of elven statue of holy wolf was unprotected"
381       "Balgass is coming! Protect statue of holy wolf"
382       "Armada of Balgass began attacking statue of holy wolf"
383       "Armada of Balgass was defeated with help of heroes"
384       "MvP Rank: %d"
385       "MvP Experience: %d"
386       "Balgass was killed by %s!"
387       "Balgass was dead!"
388       "Dark Elf %d was killed by %s!"
389       "MvP Point: %d"
390       "Connected to altar %d"
391       "%s is connected to altar %d"
392       "Altar was connected %d"
393       "Connection period to pedestal %d not started yet"
394       "Altar %d already has connected more than 2 times"
395       "Position to connect to altar %d is wrong" 
396       "%s is trying to connect to altar %d"
397       "You will be connected to altar in 5 second(s)" 
398       "Do not move until connection is complete"  
399       "Connection to altar %d was canceled"
400       "Statue of barrier of holy wolf disappeared" 
401       "Number of connections: %d, statue of Life: %d" 
402       "Holy wolf statue barrier was created"
403       "Connection requires a level 260 or higher"
416       "Castle Siege ended"
417       "Castle Siege registration period began"
418       "Registration of Castle Siege emblems period started"
419       "Period of selection of Castle Siege guilds started"		
420       "Selection of Castle Siege guilds completed"
421       "Prep period for Castle Siege started"
422       "Castle Siege will start in %d minute(s)"
423       "Castle Siege is being disputed"
424       "Guild %s was well succeeded in defending castle"
425       "Guild %s became new owner of castle"
426       "Owner of castle was not set"
427       "Only Guardian statue left"
432       "Position of player %s has been changed to Guild Leader Assistant"
433       "Position of player %s has been changed to Battlemaster"
434       "Position of player %s has been changed to Guild Member"
435       "Type of guild %s was changed to %d"
436       "Guild has entered alliance %s"
437       "Guild is now enemy of guild %s"
438       "Guild %s entered alliance %s"
439       "Guild withdrew from alliance"
440       "Guild %s withdrew from alliance %s"
441       "Guild is not more alliance %s"
442       "Guild is not more enemy guild %s"
443       "Alliance was undone %s"
448       "You can not invoke Life Stone outside Castle Siege"
449       "Only offensive alliance can invoke Life Stone"
450       "A Life Stone has been invoked"
451       "You can not invoke Life Stone inside Dragon Tower"
452       "A Life Stone was successfully invoked"
453       "A Life Stone failed to be invoked"
464       "You can not invoke soldier out of Castle Siege"
465       "Only defensive alliance can invoke soldier"
466       "Only guild leader and his assistant can invoke soldier"
467       "Maximum number of soldiers has been exceeded"
468       "Soldier has been successfully invoked"
469       "Soldier failed to be invoked"
480       "Server closed"
481       "Server will automatically close in %d second(s)"
482       "This is a duplicate item, please contact with administrator"
483       "Your chat lockout ended"
484       "You will quit game in %d second(s)"
485       "Self defense against %s started"
486       "Self defense against %s finished"
487       "Server will shut down automatically in 1 minute(s)"
488       "Server will shut down automatically in 3 minute(s)"
489       "Server will shut down automatically in 5 minute(s)"
490       "Game will start automatically in 10 seconds(s)"
491       "%s won %d Jewel of Bless" 
492	      "% killed the Phoenix"	
493       "You win %d point(s) the event e %d Golds"
494       "%s Kill a golden"
495       "You win %d point(s) the event e %d Golds"
496       "%s Kill to Erohin"
497       "You win %d point(s) the event e %d Golds"
498       " "
499       "Remove Errtels before placing"
500	      "[King Of Mu] The Event Start"
501	      "[King Of Mu] The event ended"
502       "[King Of Mu] Starts at %d minute(s)"
503       "[King Of Mu] A guild %s took the castle!"
504       "[King Of Mu] Starts at %d Second(s)"
505       " "
506       "You are not a member of a guild!"
507       "Your guild already owns the castle!"
508       "You are not in the correct coordinate!"
509       "Your guild must have at least %d members!"
510       "Congratulations! Your guild now owns the castle!"
511       "[King Of Mu] Ends in %d minute(s)!"
512 	  " "
513 	  "Clean inventory successfully!"
514 	  "kaytsone project"
515       "%s Kill %s"
516       "%s Kill %s"
517       " "
518       "You are not allowed to use the /setvip"
519       "Premium successfully added!"
520       "This account does not exist!"
521       "%s You do not need my help any more."
522       "%s Your Premium plan does not allow the use of this buff"
523       "%s Zen needed: %d"
524       "%s PCPoints required: %d"
525       "%s You need to be part of Vanert crew."
526       "%s You need to be part of Duprian crew."
527       "%s You need to be part of Duprian crew."
528       "%s You need to be part of Vanert crew."
529       "%s Needed family points: %d"
530       "%s Time: %d Minutes(s)"
531       "%s Removed %d Zen"
532       "%s Removed %d PCPoint(s)"
533       "%s Buff Applied!"

602 	  "You can not marry yourself!"
603 	  "You just got married to %s!"
604 	  "You are already married!"
605 	  "The other character is already married!"
606 	  "Usage: [/marry to name | /marry divorce | /marry track or trace]!"
607 	  "You can not divorce in the first week of being married!"
608 	  "You just got divorced!"
609 	  "You are not married!"
610 	  "You tracked!"
611 	  "You traced!"
612 	  "%s just married %s!"
613 	  "%s just divorced %s!"
614 	  "[Marry System]Congragulations,"
615 	  "between %s and %s!"
616 	  "[Marry System]No hommo allowed"
617 	  "You need at least %d level to use this command!"
618 	  "He/She needs at least %d level to use this command!"
619 	  "Marry system has been disabled!"
620 	  "You need at least %d zen to use this command!"
621 	  "You need to stand on the correct position in Devias2!"
622 	  "Your target need to stand on the correct position in Devias2!"
623 	  "Info: [Minimum Level : %d | Track&Trace Cost : %d zen]!"
624 	  "You cannot divorce while he/she is disconnected!"
625 	  "The other character is disconnected!"
626 	  "Skin %d applied to %d players!"
627 	  "[SYSTEM] %s is offline!"
628 	  " %s answered [%s]"
629 	  " "
630       "You must be at level %d to use this command!"
631       "Allowed to use only within the city!"
632       "You and your opponent must be at level %d to duel!"
633       "Command not enabled for your account!"
634 	  "Command: [/class dw, dk, elf, mg, dl, su, rf]"
635       "You must choose a class different from yours!"
636       "You must remove the items from the character first!"
637       "Class not available!"
638       "Required resets: %d!"
639	  "/GameMaster/ %s is Online!"
640	  "%s Welcome Back!"
641   "You are not allowed to use!"
642   "Character not found!"
643   "Command: [/premiar CHAR TYPE VALUE]"
644	  "Type of prize is not available!"
645	  "Premium value greater than allowed!"
646	  "Premium successfully added!"
647	  "You can not reward yourself!"
648   "Command: [/reload tipo | Ex: /reload common]"
649   "Reload executed successfully!"
650   "Command: [/premiarall VALUE TYPE]"
651   "The name must have a maximum of 10 letters."
652   "This name already exists."
653   "Please wait %d seconds to use again."
654   "This name already exists!"
655   "Successfully changed name!"
656   "Name not changed!"
657   "Character %s has changed the name to %s!"
658   "You must exit the guild to rename."
659   "You can not use it now."
660	  "[VELOZ] Started in %s!"
661	  "[VELOZ] The event ends in %d minute(s)!"
662	  "[VELOZ] The event ends in %d second(s)!"
663	  "[VELOZ] Winner %s!"
664	  "[VELOZ] End of the event - No winner!"
665   "[VELOZ] Run for the Cord x%d y%d"
666	  "[VELOZ] End of event - Event canceled!"
667   "Character not found or offline!"
668   "Account banned successfully!"
669   "Character banned successfully!"
670	  "[EVENTO] Closes in %d second(s)"
671	  "[EVENTO] Time to attend is over!"
672	  "[EVENTO] Canceled!"
673	  "[EVENTO] %s started an event!"
674	  "[EVENTO] /participar to enter!"
675	  "[EVENTO] participant %s added!"
676	  "[ESCESC] Ends in %d second(s)"
677	  "[ESCESC] No winner!"
678	  "[ESCESC] Canceled!"
679	  "[ESCESC] %s started the event!"
680	  "[ESCESC] Look for the GM and trade!"
681	  "[ESCESC] %s win the event!"
682	  "[ESCESC] Event ends in %d minute(s)!"
683	  "[PEGAPEGA] Closed!"
684	  "[PEGAPEGA] Event started. Run denied!"
685	  "[PEGAPEGA] Time's up!"
686	  "[PEGAPEGA] Canceled!"
687	  "[PEGAPEGA] Opened!"
688	  "[PEGAPEGA] /queroir to enter!"
689	  "[PEGAPEGA] participant %s added!"
690	  "[PEGAPEGA] %s win the event!"
691	  "[PEGAPEGA] %s got caught!"
692	  "[QUEST %d] You need to be level %d or +!"
693	  "[QUEST %d] You must have %d Reset(s) or +!"
694	  "[QUEST %d] You must have %d Master Reset(s) or +!"
695	  "[QUEST %d] You must have %d zen or +!"
696	  "[QUEST %d] You should go to %s (x%d,y%d)!"
697	  "[QUEST %d] You do not have the necessary VIP plan!"
698	  "[QUEST %d] Item needed: %s!"
699	  "[QUEST %d] You must kill %d %s (Missing: %d)!"
700	  "[QUEST] Congratulations, you have completed all the quests!"
701	  "[QUEST %d] Concluded! You win: %d WC, %d WCP, %d GP!"
702	  "Congratulations, you received a gift.!"
703	  "You have already received all your gifts!"
704	  "[RussianRoulette] Closed!"
705	  "[RussianRoulette] Event started!"
706	  "[RussianRoulette] Time's up!"
707	  "[RussianRoulette] Canceled!"
708	  "[RussianRoulette] Opened (Max Participants: %d)!"
709	  "[RussianRoulette] /queroir to participate!"
710	  "[RussianRoulette] Participant %d: %s added!"
711	  "[RussianRoulette] %s win the event!"
712	  "[RussianRoulette] Putting the bullet in the drum...!"
713	  "[RussianRoulette] Turning the drum...!"
714	  "[RussianRoulette] Playing...!"
715	  "[RussianRoulette] FIRE!"
716	  "[RussianRoulette] HeadShot %s was eliminate"
717	  "[RussianRoulette] %s escaped unharmed!"
718   "[King Of Mu] Awards delivery!!!!"
719   "[King Of Mu] A Guild %s win the event!"
720   "[King Of Mu] Donate time: %d minute(s)!"
721   "[King Of Mu] All online guild members have won:"
722   "[King Of Mu] 10 Cash!!!"
723   "[King Of Mu] Characters that won the most:"
724   "[King Of Mu] %d°: %s (Guild: %s)!"
725   "[King Of Mu] They earned 10 cash each!"
726   "[King Of Mu] Did not have a winner!"
730	  "[BC] You won: %d WC, %d WP, %d GP!"
731	  "[CC] You won: %d WC, %d WP, %d GP!"
732	  "[DS] You won: %d WC, %d WP, %d GP!"
733   "Command: [/top type class | Example: /top rr dw]"
734   "Command: [Class: dk,dw,fe,mg,dl,su,rf]"
735   "No results!"
736   "%d° Placed: %s (%d)"
737	  "Redistributed points"
738	  "%s reached the patent %s!"
739	  "You have reached the patent %s!"
740	  "I was disabled =("
741	  "You must have %d pieces of the same type in inventory"
742	  "Thank you very much, I already took the items and presented your prize."
743	  "Sorry, I have no interest in these."
744	  "You traded your items for prizes!"
745	  "[ %s] Starts at %d min (s)!"
746	  "[ %s] Question: (Use /resp to answer)"
747	  "[ %s] %s"
748	  "[ %s] %s the event expired!"
749	  "[ %s] There was no winner!"
750	  "[ %s] Wrong answer!"
751	  "[ %s] Answer: %s"
752	  "[PickUp %s] Enabled!"
753			"[PickUp %s] Disabled!"
754			"[PickUp] Disabled!"
755			"[ReMaster] MasterSkillTree reset!"
756			"[ReMaster] MasterSkillTree error reset!"
757			"[BuyVip] You do not have the necessary value to buy!"
758			"[BuyVip] Subscribe applied as %s! Thanks for support!"
759			"[BuyVip] The chosen plan is lower than your current plan!"
760			"Discounted %d WC from your account!"
761			"Discounted %d WP from your account!"
762			"Discounted %d GP from your account!"
763			"You cannot use cutom attack with active Mu Helper!"
764			"You cannot use MuHelper with custom active attack!"
765			"Can not use above level: %d"
766			"Value to use: %d WC!"
767			"Value to use: %d WP!"
768			"Value to use: %d GP!"
769			"Team Alpha won the event!"
770			"Team Beta won the event!"
771			"[OffPvp] ON"
772			"[OffPvp] OFF"
773			"[Lock] Activated! Password successfully set!"
774			"[Lock] The password must contain a maximum of 8 characters!"
775			"[Lock] Chest already locked, use /unlock to unblock!"
776			"[Lock] Deactivated!"
777			"[Lock] Invalid password!"
778			"[Lock] Action blocked  by password!"
779			"You can open off-store only in safe zone. (better place it on some city.)"
780			"Re-enter items price to use personal store."
781			"ATTENTION !! All items in this store sold for Jewel of Bless"
782			"ATTENTION !! All items in this store sold for Jewel of Soul"
783			"ATTENTION !! All items in this store sold for Jewel of Chaos"
784			"ATTENTION !! All items in this store sold for WCoinC"
785			"ATTENTION !! All items in this store sold for WCoinP"
786			"ATTENTION !! All items in this store sold for Goblin Point"
787			"You need to open the personal store first"
788			"The command will run during %d minute(s"
789			"Operating time of the /store finished"
790			"[Attack] OFF"
791			"[Attack] Cannot be used in this location"
792			"[Attack] You don't have the required skill to use"
793			"[Attack] Use time: %d minute(s)"
794			"[Attack] Time's up"
795			"[Attack] ON"
796			"[OffAttack] You must enable the /attack before"
797			"[OffAttack] Off-exp not allowed in this location"
798			"This Guild does not exist!"
799			"[PvP] Time's up!"
800			"[PvP] Canceled!"
801			"[PvP] %s x %s initiated!"
802			"[PvP] %s %d x %d %s!"
803			"[PvP] %s win the event!"
804			"[PvP] Started!"
805	        "[MataMata] Closed!"
806	        "[MataMata] Event started!"
807	        "[MataMata] Time's up!"
808	        "[MataMata] Canceled!"
809	        "[MataMata] Opened (Max Players: %d)!"
810	        "[MataMata] /queroir to Enter!"
811	        "[MataMata] Player %d: %s added!"
812	        "[MataMata] 1º - %s (%d points)!"
813	        "[MataMata] 2º - %s (%d points)!"
814	        "[MataMata] 3º - %s (%d points)!"
815	        "[MataMata] Your position: %dº (%d points)!"
816	        "[MataMata] Score: %d points!"
817			"The new name contains text that is not allowed!"
818			"Require: %d master reset (s)."
819			"Not allowed with %d master o +"
820			"Command: [ /pack (soul, bless, etc) (10,20,30)]"
821			"Command: [ /unpack (soul, bless, etc) (10,20,30)]"
822			"You do not have the item (s) required (s)."
823			"Command completed successfully."
824			"You don't have space in the inventory."
825			"[TvTEvent] closses in %d minute(s)"
826			"Enter TvT now."
827			"[TvTEvent] closed!"
828			"[TvTEvent] start in %d minute(s)"
829			"[TvTEvent] started!"
830			"[TvTEvent] finished!"
831			"[TvTEvent] You can't enter!"
832			"[TvTEvent] It is not open!"
833			"[TvTEvent] You do not have the item to enter"
834			"You do not have the amount you need to buy"
835			"Not allowed in Trade!"
836			"Discounted %d Zen for this command."
837			"Value to use: %d WC, %d WP, %d GP!"
838			"Enter the command again if you want to use it."
839			"Another guild member has the vault open!"
840			"You are not allowed to use guild ware!"
841			"%s banned the character %s for %d days!"
842			"%s banned the character account %s for %d days!"
843			"[AntiHack] Detected SpeedHack!!!"
844			"[Trade] Required Amount: %d Zen!"
845			"[Trade] Required Amount: %d WC!"
846			"[Trade] Required Amount: %d WP!"
847			"[Trade] Required Amount: %d GP!"
848			"[Trade] %s It does not have the necessary value!"
849	        "[QUEST %d] Required %d Cash!"
850	        "[QUEST %d] Required %d Gold!"
851	        "[QUEST %d] Required %d PcPoint!"
852			"[QUEST %d] There is no space in the inventory to receive your prize!"
853			"[QUEST %d] The buff is already active, do the quest later!"
854			"You need to kill the %d monsters to complete the mission!"
855			"Mission completed!"
856			"[QUEST %d] You do not have the required patent!"
857			"[QUEST %d] Necessary %d Kill (s) to continue !"
858			"Room for beginners! Leaving on %d secound(s)"
859			"You cannot access this room! Leaving on %d secound(s)"
860			"[QUEST] Congratulations, you have already completed this quest!"
870         "[Online Reward Coin] You has Won WC: %d"
871         "[Online Reward Coin] You has Won WP: %d"
872         "[Online Reward Coin] You has Won GP: %d"
873         "BotAlchemist KoshGames[EN]"
874         "I need [%d] zen."
875         "You will be discounted %d Wcoins at the end."
876         "You need %d Wcoins"
877         "You must put only 2 items!"
878         "Only weapons and sets are allowed!"
879         "You must put two items!"
880         "You must put two items of same type!"
881         "Only lower items than source works with my alchemy!"
882         "I cant work with Ancient Items!"
883         "Insuficent space in inventory!"
884         "Combination failed!"
885         "Combination success!"
886         "Im only work for VIPs!"
887         "Im Ready!"
888         "[%s] Turn around to be lucky, get a reward!"
890         "[LuckyWheel] You need [%d] Wcoins to use me."
891         "Item Buy Success!"
892         "You need more WCoins"
893         "Item Dissabled!"
894         "You cant buy items with that number of days!"
895         "Your inventory is full"
896         "Your can chose only %d Excellent Option"
897         "[%s] Lack %d minute to start the event"
898         "The time to accept the petition expired."
899         "You can not marry at this moment!"
900         "Your couple is gone."
901         "Both must be in front of the altar of the church in Devias!"
902         "Both require %d %s+%d to get married!"
903         "Congratulations! You married with %s!"
904         "Congratulations %s and %s who got married!"
905         "You can not divorce at this time!"
906         "You require %d %s+%d to get divorce!"
907         "His divorce was successful, good luck next time."
908         "Your couple is not connected at this time!"
909         "You can not go with your couple at this time!"
910         "[MARRIAGE] Your marriage proposal was sent!"
911         "[MARRIAGE] %s wants to marry you!"
912         "Homosexual marriages are not allowed."
913         "%s is already married!"
914         "You are already married to %s!"
915         "You can not marry yourself!"
916         "Target player not found or not connected!"
917         "You have to be married to use the shop"
918         "Welcome, you have received a gift."
end
